altitude,distance,enhanced_altitude,enhanced_speed,heart_rate,position_lat,position_long,speed,timestamp
,0.0,,,123,,,,2019-06-23 12:11:40
232.0,0.0,232.0,0.009,,551294055,-889826368,0.009,2019-06-23 12:11:40
231.79999999999995,0.21,231.79999999999995,0.215,,551294046,-889826337,0.215,2019-06-23 12:11:41
231.79999999999995,0.35,231.79999999999995,0.136,,551294039,-889826319,0.136,2019-06-23 12:11:42
231.79999999999995,0.46,231.79999999999995,0.116,,551294030,-889826306,0.116,2019-06-23 12:11:43
231.79999999999995,0.81,231.79999999999995,0.345,,551294002,-889826270,0.345,2019-06-23 12:11:44
231.79999999999995,2.17,231.79999999999995,1.365,,551293904,-889826113,1.365,2019-06-23 12:11:45
231.79999999999995,3.88,231.79999999999995,1.706,,551293764,-889825943,1.706,2019-06-23 12:11:46
231.60000000000002,6.28,231.60000000000002,2.396,,551293553,-889825730,2.396,2019-06-23 12:11:47
231.60000000000002,8.99,231.60000000000002,2.716,123,551293308,-889825501,2.716,2019-06-23 12:11:48
231.79999999999995,12.86,231.79999999999995,3.87,123,551293001,-889825097,3.87,2019-06-23 12:11:49
232.0,18.02,232.0,5.153,123,551292534,-889824669,5.153,2019-06-23 12:11:50
232.20000000000005,23.04,232.20000000000005,5.021,123,551292060,-889824298,5.021,2019-06-23 12:11:51
232.20000000000005,28.08,232.20000000000005,5.043,123,551291559,-889824001,5.043,2019-06-23 12:11:52
232.79999999999995,34.11,232.79999999999995,6.027,123,551290945,-889823703,6.027,2019-06-23 12:11:53
232.79999999999995,39.94,232.79999999999995,5.826,123,551290352,-889823412,5.826,2019-06-23 12:11:54
233.0,47.66,233.0,7.719,123,551289596,-889822922,7.719,2019-06-23 12:11:55
233.60000000000002,54.9,233.60000000000002,7.246,124,551288834,-889822686,7.246,2019-06-23 12:11:56
233.39999999999998,62.19,233.39999999999998,7.285,124,551288077,-889822402,7.285,2019-06-23 12:11:57
233.39999999999998,69.38,233.39999999999998,7.192,124,551287335,-889822091,7.192,2019-06-23 12:11:58
233.60000000000002,76.64,233.60000000000002,7.255,124,551286582,-889821799,7.255,2019-06-23 12:11:59
233.79999999999995,84.02,233.79999999999995,7.386,124,551285806,-889821554,7.386,2019-06-23 12:12:00
233.60000000000002,91.75,233.60000000000002,7.725,124,551284985,-889821384,7.725,2019-06-23 12:12:01
233.39999999999998,99.56,233.39999999999998,7.809,123,551284155,-889821204,7.809,2019-06-23 12:12:02
233.60000000000002,107.69,233.60000000000002,8.128,123,551283290,-889821028,8.128,2019-06-23 12:12:03
233.60000000000002,116.29,233.60000000000002,8.601,123,551282372,-889820873,8.601,2019-06-23 12:12:04
233.20000000000005,124.8,233.20000000000005,8.512,123,551281460,-889820766,8.512,2019-06-23 12:12:05
232.79999999999995,132.51,232.79999999999995,7.706,122,551280635,-889820664,7.706,2019-06-23 12:12:06
232.39999999999998,141.45,232.39999999999998,8.949,122,551279678,-889820530,8.949,2019-06-23 12:12:07
233.79999999999995,150.3,233.79999999999995,8.848,122,551278727,-889820484,8.848,2019-06-23 12:12:08
234.0,159.95,234.0,9.644,122,551277692,-889820543,9.644,2019-06-23 12:12:09
233.39999999999998,168.95,233.39999999999998,9.002,122,551276730,-889820696,9.002,2019-06-23 12:12:10
233.60000000000002,179.19,233.60000000000002,10.243,123,551275631,-889820764,10.243,2019-06-23 12:12:11
232.79999999999995,189.28,232.79999999999995,10.084,123,551274552,-889820912,10.084,2019-06-23 12:12:12
232.79999999999995,199.01,232.79999999999995,9.735,123,551273522,-889821179,9.735,2019-06-23 12:12:13
232.60000000000002,209.07,232.60000000000002,10.053,123,551272462,-889821478,10.053,2019-06-23 12:12:14
232.20000000000005,219.13,232.20000000000005,10.06,122,551271411,-889821844,10.06,2019-06-23 12:12:15
231.20000000000005,229.33,231.20000000000005,10.201,122,551270377,-889822368,10.201,2019-06-23 12:12:16
231.0,238.92,231.0,9.594,122,551269416,-889822904,9.594,2019-06-23 12:12:17
231.0,248.57,231.0,9.648,121,551268456,-889823470,9.648,2019-06-23 12:12:18
231.20000000000005,257.64,231.20000000000005,9.065,121,551267611,-889824168,9.065,2019-06-23 12:12:19
231.20000000000005,266.61,231.20000000000005,8.971,120,551266844,-889825009,8.971,2019-06-23 12:12:20
231.39999999999998,276.27,231.39999999999998,9.662,120,551266028,-889825933,9.662,2019-06-23 12:12:21
231.20000000000005,285.51,231.20000000000005,9.242,119,551265281,-889826876,9.242,2019-06-23 12:12:22
231.20000000000005,294.75,231.20000000000005,9.236,119,551264544,-889827833,9.236,2019-06-23 12:12:23
231.20000000000005,303.7,231.20000000000005,8.954,119,551263865,-889828816,8.954,2019-06-23 12:12:24
231.0,312.48,231.0,8.776,119,551263274,-889829874,8.776,2019-06-23 12:12:25
231.0,321.35,231.0,8.867,119,551262702,-889830972,8.867,2019-06-23 12:12:26
230.60000000000002,330.16,230.60000000000002,8.812,119,551262126,-889832055,8.812,2019-06-23 12:12:27
230.39999999999998,338.62,230.39999999999998,8.46,118,551261591,-889833114,8.46,2019-06-23 12:12:28
230.20000000000005,347.2,230.20000000000005,8.573,118,551261068,-889834207,8.573,2019-06-23 12:12:29
230.0,355.52,230.0,8.323,118,551260534,-889835240,8.323,2019-06-23 12:12:30
230.0,364.2,230.0,8.676,118,551259968,-889836308,8.676,2019-06-23 12:12:31
229.79999999999995,372.58,229.79999999999995,8.381,118,551259427,-889837345,8.381,2019-06-23 12:12:32
229.79999999999995,380.72,229.79999999999995,8.144,117,551258874,-889838321,8.144,2019-06-23 12:12:33
229.39999999999998,388.87,229.39999999999998,8.152,117,551258333,-889839314,8.152,2019-06-23 12:12:34
229.39999999999998,396.55,229.39999999999998,7.678,117,551257839,-889840266,7.678,2019-06-23 12:12:35
229.39999999999998,404.33,229.39999999999998,7.782,117,551257314,-889841203,7.782,2019-06-23 12:12:36
229.20000000000005,412.1,229.20000000000005,7.764,116,551256797,-889842146,7.764,2019-06-23 12:12:37
229.20000000000005,419.96,229.20000000000005,7.862,116,551256302,-889843132,7.862,2019-06-23 12:12:38
229.39999999999998,428.11,229.39999999999998,8.144,116,551255855,-889844216,8.144,2019-06-23 12:12:39
229.20000000000005,436.26,229.20000000000005,8.153,116,551255517,-889845381,8.153,2019-06-23 12:12:40
228.79999999999995,445.47,228.79999999999995,9.205,116,551255368,-889846789,9.205,2019-06-23 12:12:41
229.0,455.7,229.0,10.229,116,551255681,-889848307,10.229,2019-06-23 12:12:42
229.79999999999995,465.73,229.79999999999995,10.031,116,551256170,-889849691,10.031,2019-06-23 12:12:43
230.39999999999998,475.81,230.39999999999998,10.083,116,551256707,-889851046,10.083,2019-06-23 12:12:44
229.79999999999995,486.0,229.79999999999995,10.193,116,551257315,-889852359,10.193,2019-06-23 12:12:45
228.60000000000002,495.61,228.60000000000002,9.602,117,551257935,-889853547,9.602,2019-06-23 12:12:46
229.0,505.52,229.0,9.912,118,551258590,-889854757,9.912,2019-06-23 12:12:47
229.39999999999998,515.24,229.39999999999998,9.72,119,551259249,-889855924,9.72,2019-06-23 12:12:48
230.20000000000005,525.42,230.20000000000005,10.18,120,551259951,-889857133,10.18,2019-06-23 12:12:49
230.20000000000005,534.74,230.20000000000005,9.323,121,551260585,-889858250,9.323,2019-06-23 12:12:50
230.20000000000005,544.39,230.20000000000005,9.641,121,551261190,-889859462,9.641,2019-06-23 12:12:51
230.79999999999995,553.77,230.79999999999995,9.382,122,551261797,-889860621,9.382,2019-06-23 12:12:52
230.79999999999995,563.15,230.79999999999995,9.379,123,551262418,-889861764,9.379,2019-06-23 12:12:53
231.0,572.6,231.0,9.452,123,551263007,-889862956,9.452,2019-06-23 12:12:54
231.0,581.1,231.0,8.505,123,551263576,-889863987,8.505,2019-06-23 12:12:55
231.79999999999995,590.04,231.79999999999995,8.935,123,551264083,-889865162,8.935,2019-06-23 12:12:56
232.0,599.62,232.0,9.581,123,551264600,-889866444,9.581,2019-06-23 12:12:57
232.20000000000005,608.68,232.20000000000005,9.057,123,551265087,-889867657,9.057,2019-06-23 12:12:58
232.0,618.01,232.0,9.329,123,551265619,-889868882,9.329,2019-06-23 12:12:59
232.0,627.21,232.0,9.205,123,551266144,-889870090,9.205,2019-06-23 12:13:00
232.20000000000005,636.28,232.20000000000005,9.069,123,551266669,-889871272,9.069,2019-06-23 12:13:01
232.0,645.51,232.0,9.227,123,551267204,-889872474,9.227,2019-06-23 12:13:02
232.20000000000005,655.07,232.20000000000005,9.556,123,551267769,-889873710,9.556,2019-06-23 12:13:03
232.20000000000005,664.46,232.20000000000005,9.395,123,551268335,-889874914,9.395,2019-06-23 12:13:04
232.20000000000005,673.39,232.20000000000005,8.929,123,551268908,-889876022,8.929,2019-06-23 12:13:05
232.20000000000005,682.62,232.20000000000005,9.231,124,551269509,-889877159,9.231,2019-06-23 12:13:06
232.20000000000005,691.59,232.20000000000005,8.97,124,551270102,-889878254,8.97,2019-06-23 12:13:07
232.39999999999998,700.67,232.39999999999998,9.077,124,551270669,-889879397,9.077,2019-06-23 12:13:08
232.39999999999998,708.99,232.39999999999998,8.322,124,551271155,-889880478,8.322,2019-06-23 12:13:09
232.79999999999995,717.38,232.79999999999995,8.384,124,551271636,-889881576,8.384,2019-06-23 12:13:10
232.60000000000002,726.27,232.60000000000002,8.886,124,551272191,-889882695,8.886,2019-06-23 12:13:11
232.79999999999995,735.42,232.79999999999995,9.151,125,551272769,-889883842,9.151,2019-06-23 12:13:12
232.79999999999995,745.42,232.79999999999995,9.999,125,551273400,-889885093,9.999,2019-06-23 12:13:13
232.60000000000002,755.19,232.60000000000002,9.768,125,551274036,-889886297,9.768,2019-06-23 12:13:14
232.79999999999995,764.8,232.79999999999995,9.612,125,551274687,-889887453,9.612,2019-06-23 12:13:15
232.60000000000002,774.45,232.60000000000002,9.651,126,551275338,-889888615,9.651,2019-06-23 12:13:16
232.60000000000002,783.87,232.60000000000002,9.425,126,551275973,-889889751,9.425,2019-06-23 12:13:17
232.39999999999998,793.33,232.39999999999998,9.454,126,551276597,-889890906,9.454,2019-06-23 12:13:18
232.60000000000002,802.58,232.60000000000002,9.246,126,551277183,-889892062,9.246,2019-06-23 12:13:19
232.39999999999998,811.48,232.39999999999998,8.905,126,551277697,-889893225,8.905,2019-06-23 12:13:20
232.60000000000002,820.36,232.60000000000002,8.88,127,551278157,-889894429,8.88,2019-06-23 12:13:21
232.60000000000002,828.93,232.60000000000002,8.571,127,551278568,-889895616,8.571,2019-06-23 12:13:22
232.60000000000002,837.51,232.60000000000002,8.573,127,551278981,-889896802,8.573,2019-06-23 12:13:23
233.0,846.19,233.0,8.683,128,551279346,-889898039,8.683,2019-06-23 12:13:24
233.0,854.4,233.0,8.208,128,551279642,-889899236,8.208,2019-06-23 12:13:25
233.20000000000005,862.59,233.20000000000005,8.193,129,551279922,-889900439,8.193,2019-06-23 12:13:26
232.79999999999995,871.13,232.79999999999995,8.539,130,551280207,-889901695,8.539,2019-06-23 12:13:27
233.0,879.25,233.0,8.122,130,551280404,-889902920,8.122,2019-06-23 12:13:28
232.79999999999995,887.13,232.79999999999995,7.877,131,551280557,-889904119,7.877,2019-06-23 12:13:29
233.20000000000005,894.32,233.20000000000005,7.19,131,551280650,-889905224,7.19,2019-06-23 12:13:30
234.0,903.06,234.0,8.739,132,551280762,-889906567,8.739,2019-06-23 12:13:31
234.0,910.78,234.0,7.717,133,551280747,-889907761,7.717,2019-06-23 12:13:32
234.0,919.04,234.0,8.256,133,551280644,-889909031,8.256,2019-06-23 12:13:33
233.79999999999995,926.36,233.79999999999995,7.326,134,551280545,-889910156,7.326,2019-06-23 12:13:34
233.79999999999995,933.01,233.79999999999995,6.642,135,551280421,-889911168,6.642,2019-06-23 12:13:35
233.20000000000005,940.29,233.20000000000005,7.28,135,551280235,-889912262,7.28,2019-06-23 12:13:36
234.60000000000002,947.98,234.60000000000002,7.69,136,551280066,-889913428,7.69,2019-06-23 12:13:37
235.0,955.03,235.0,7.053,137,551279910,-889914496,7.053,2019-06-23 12:13:38
235.60000000000002,962.12,235.60000000000002,7.085,137,551279721,-889915558,7.085,2019-06-23 12:13:39
235.79999999999995,969.27,235.79999999999995,7.149,138,551279488,-889916613,7.149,2019-06-23 12:13:40
235.39999999999998,976.34,235.39999999999998,7.069,140,551279219,-889917636,7.069,2019-06-23 12:13:41
236.0,983.61,236.0,7.276,141,551278932,-889918684,7.276,2019-06-23 12:13:42
236.20000000000005,991.55,236.20000000000005,7.933,142,551278592,-889919810,7.933,2019-06-23 12:13:43
236.60000000000002,998.72,236.60000000000002,7.178,143,551278306,-889920842,7.178,2019-06-23 12:13:44
237.20000000000005,1006.06,237.20000000000005,7.331,144,551278035,-889921908,7.331,2019-06-23 12:13:45
237.60000000000002,1013.18,237.60000000000002,7.121,144,551277745,-889922927,7.121,2019-06-23 12:13:46
237.60000000000002,1020.89,237.60000000000002,7.709,145,551277399,-889924012,7.709,2019-06-23 12:13:47
237.79999999999995,1028.63,237.79999999999995,7.739,146,551276995,-889925059,7.739,2019-06-23 12:13:48
238.0,1036.4,238.0,7.77,146,551276616,-889926131,7.77,2019-06-23 12:13:49
238.20000000000005,1044.26,238.20000000000005,7.867,147,551276222,-889927208,7.867,2019-06-23 12:13:50
237.79999999999995,1052.29,237.79999999999995,8.024,148,551275810,-889928299,8.024,2019-06-23 12:13:51
238.0,1060.83,238.0,8.546,148,551275384,-889929471,8.546,2019-06-23 12:13:52
238.39999999999998,1070.19,238.39999999999998,9.358,149,551274954,-889930780,9.358,2019-06-23 12:13:53
240.79999999999995,1079.85,240.79999999999995,9.652,149,551274540,-889932151,9.652,2019-06-23 12:13:54
241.0,1090.17,241.0,10.326,149,551274115,-889933627,10.326,2019-06-23 12:13:55
240.60000000000002,1100.91,240.60000000000002,10.737,148,551273636,-889935139,10.737,2019-06-23 12:13:56
241.0,1111.65,241.0,10.74,148,551273174,-889936662,10.74,2019-06-23 12:13:57
240.79999999999995,1122.18,240.79999999999995,10.533,148,551272685,-889938133,10.533,2019-06-23 12:13:58
240.60000000000002,1132.93,240.60000000000002,10.746,148,551272096,-889939563,10.746,2019-06-23 12:13:59
239.79999999999995,1143.78,239.79999999999995,10.848,148,551271346,-889940849,10.848,2019-06-23 12:14:00
239.39999999999998,1154.07,239.39999999999998,10.288,148,551270530,-889941924,10.288,2019-06-23 12:14:01
238.60000000000002,1164.01,238.60000000000002,9.941,147,551269685,-889942865,9.941,2019-06-23 12:14:02
238.39999999999998,1173.44,238.39999999999998,9.434,147,551268737,-889943381,9.434,2019-06-23 12:14:03
238.39999999999998,1182.57,238.39999999999998,9.13,146,551267794,-889943775,9.13,2019-06-23 12:14:04
237.79999999999995,1191.28,237.79999999999995,8.707,146,551266861,-889943876,8.707,2019-06-23 12:14:05
238.39999999999998,1200.68,238.39999999999998,9.397,146,551265878,-889943543,9.397,2019-06-23 12:14:06
238.39999999999998,1209.81,238.39999999999998,9.13,145,551264921,-889943230,9.13,2019-06-23 12:14:07
238.0,1219.94,238.0,10.128,145,551263859,-889942887,10.128,2019-06-23 12:14:08
238.0,1230.06,238.0,10.12,145,551262804,-889942512,10.12,2019-06-23 12:14:09
238.79999999999995,1239.64,238.79999999999995,9.585,144,551261780,-889942343,9.585,2019-06-23 12:14:10
239.39999999999998,1247.9,239.39999999999998,8.256,144,551260902,-889942163,8.256,2019-06-23 12:14:11
239.79999999999995,1256.31,239.79999999999995,8.405,144,551260009,-889941968,8.405,2019-06-23 12:14:12
239.60000000000002,1263.51,239.60000000000002,7.204,144,551259252,-889941735,7.204,2019-06-23 12:14:13
240.60000000000002,1270.79,240.60000000000002,7.275,144,551258493,-889941461,7.275,2019-06-23 12:14:14
242.79999999999995,1277.72,242.79999999999995,6.936,143,551257771,-889941195,6.936,2019-06-23 12:14:15
243.0,1284.85,243.0,7.131,143,551257046,-889940836,7.131,2019-06-23 12:14:16
243.0,1291.33,243.0,6.478,143,551256394,-889940485,6.478,2019-06-23 12:14:17
243.0,1299.14,243.0,7.807,143,551255567,-889940282,7.807,2019-06-23 12:14:18
243.60000000000002,1306.72,243.60000000000002,7.583,143,551254768,-889940056,7.583,2019-06-23 12:14:19
243.79999999999995,1313.98,243.79999999999995,7.26,144,551254004,-889939826,7.26,2019-06-23 12:14:20
243.60000000000002,1321.54,243.60000000000002,7.558,144,551253210,-889939579,7.558,2019-06-23 12:14:21
243.79999999999995,1329.19,243.79999999999995,7.645,145,551252399,-889939387,7.645,2019-06-23 12:14:22
244.60000000000002,1336.59,244.60000000000002,7.404,145,551251612,-889939218,7.404,2019-06-23 12:14:23
244.60000000000002,1343.14,244.60000000000002,6.545,146,551250921,-889939029,6.545,2019-06-23 12:14:24
244.79999999999995,1349.67,244.79999999999995,6.528,146,551250233,-889938832,6.528,2019-06-23 12:14:25
245.20000000000005,1356.53,245.20000000000005,6.864,147,551249519,-889938570,6.864,2019-06-23 12:14:26
245.20000000000005,1364.22,245.20000000000005,7.693,147,551248720,-889938263,7.693,2019-06-23 12:14:27
245.20000000000005,1371.81,245.20000000000005,7.583,148,551247924,-889938011,7.583,2019-06-23 12:14:28
246.0,1379.27,246.0,7.463,148,551247133,-889937821,7.463,2019-06-23 12:14:29
246.39999999999998,1387.05,246.39999999999998,7.783,149,551246312,-889937586,7.783,2019-06-23 12:14:30
246.20000000000005,1394.91,246.20000000000005,7.859,149,551245477,-889937404,7.859,2019-06-23 12:14:31
246.39999999999998,1403.33,246.39999999999998,8.413,149,551244583,-889937213,8.413,2019-06-23 12:14:32
246.39999999999998,1410.96,246.39999999999998,7.636,150,551243766,-889937098,7.636,2019-06-23 12:14:33
246.20000000000005,1418.31,246.20000000000005,7.349,150,551242977,-889937079,7.349,2019-06-23 12:14:34
246.20000000000005,1425.66,246.20000000000005,7.343,150,551242189,-889937156,7.343,2019-06-23 12:14:35
246.39999999999998,1432.86,246.39999999999998,7.206,151,551241420,-889937288,7.206,2019-06-23 12:14:36
246.60000000000002,1441.16,246.60000000000002,8.295,151,551240547,-889937544,8.295,2019-06-23 12:14:37
246.60000000000002,1449.57,246.60000000000002,8.411,151,551239670,-889937862,8.411,2019-06-23 12:14:38
249.20000000000005,1457.54,249.20000000000005,7.968,152,551238872,-889938308,7.968,2019-06-23 12:14:39
250.20000000000005,1464.85,250.20000000000005,7.315,152,551238209,-889938918,7.315,2019-06-23 12:14:40
248.0,1472.53,248.0,7.674,152,551237499,-889939520,7.674,2019-06-23 12:14:41
248.79999999999995,1480.26,248.79999999999995,7.736,153,551236763,-889940079,7.736,2019-06-23 12:14:42
249.60000000000002,1487.04,249.60000000000002,6.778,153,551236155,-889940655,6.778,2019-06-23 12:14:43
249.79999999999995,1493.98,249.79999999999995,6.932,153,551235536,-889941252,6.932,2019-06-23 12:14:44
249.39999999999998,1500.79,249.39999999999998,6.814,153,551234976,-889941932,6.814,2019-06-23 12:14:45
250.0,1506.86,250.0,6.071,153,551234582,-889942682,6.071,2019-06-23 12:14:46
250.60000000000002,1513.45,250.60000000000002,6.591,153,551234048,-889943352,6.591,2019-06-23 12:14:47
251.0,1519.83,251.0,6.375,153,551233465,-889943870,6.375,2019-06-23 12:14:48
251.0,1526.86,251.0,7.032,153,551232788,-889944352,7.032,2019-06-23 12:14:49
250.39999999999998,1533.89,250.39999999999998,7.029,153,551232130,-889944888,7.029,2019-06-23 12:14:50
250.60000000000002,1541.14,250.60000000000002,7.253,153,551231458,-889945456,7.253,2019-06-23 12:14:51
251.39999999999998,1547.31,251.39999999999998,6.162,153,551230876,-889945912,6.162,2019-06-23 12:14:52
251.20000000000005,1553.75,251.20000000000005,6.444,154,551230260,-889946367,6.444,2019-06-23 12:14:53
251.39999999999998,1560.15,251.39999999999998,6.394,154,551229661,-889946852,6.394,2019-06-23 12:14:54
251.39999999999998,1567.78,251.39999999999998,7.638,154,551228941,-889947421,7.638,2019-06-23 12:14:55
251.60000000000002,1574.07,251.60000000000002,6.283,153,551228356,-889947905,6.283,2019-06-23 12:14:56
251.60000000000002,1580.51,251.60000000000002,6.443,153,551227757,-889948407,6.443,2019-06-23 12:14:57
251.20000000000005,1586.86,251.20000000000005,6.352,153,551227179,-889948930,6.352,2019-06-23 12:14:58
251.39999999999998,1594.13,251.39999999999998,7.265,152,551226552,-889949599,7.265,2019-06-23 12:14:59
250.79999999999995,1601.94,250.79999999999995,7.813,152,551225845,-889950252,7.813,2019-06-23 12:15:00
251.0,1609.06,251.0,7.116,152,551225187,-889950813,7.116,2019-06-23 12:15:01
251.39999999999998,1616.32,251.39999999999998,7.259,151,551224536,-889951431,7.259,2019-06-23 12:15:02
251.0,1623.67,251.0,7.354,151,551223870,-889952044,7.354,2019-06-23 12:15:03
251.0,1630.99,251.0,7.317,150,551223213,-889952667,7.317,2019-06-23 12:15:04
251.39999999999998,1639.17,251.39999999999998,8.181,150,551222497,-889953401,8.181,2019-06-23 12:15:05
250.39999999999998,1647.24,250.39999999999998,8.066,149,551221757,-889954052,8.066,2019-06-23 12:15:06
250.0,1655.11,250.0,7.868,149,551221025,-889954661,7.868,2019-06-23 12:15:07
249.60000000000002,1663.06,249.60000000000002,7.951,149,551220264,-889955222,7.951,2019-06-23 12:15:08
249.79999999999995,1670.67,249.79999999999995,7.613,148,551219547,-889955790,7.613,2019-06-23 12:15:09
249.60000000000002,1677.85,249.60000000000002,7.175,148,551218879,-889956343,7.175,2019-06-23 12:15:10
249.79999999999995,1685.11,249.79999999999995,7.257,148,551218195,-889956884,7.257,2019-06-23 12:15:11
249.79999999999995,1692.29,249.79999999999995,7.178,148,551217508,-889957388,7.178,2019-06-23 12:15:12
250.60000000000002,1699.69,250.60000000000002,7.405,147,551216814,-889957949,7.405,2019-06-23 12:15:13
250.60000000000002,1707.47,250.60000000000002,7.782,147,551216084,-889958536,7.782,2019-06-23 12:15:14
250.20000000000005,1715.72,250.20000000000005,8.244,147,551215305,-889959145,8.244,2019-06-23 12:15:15
249.79999999999995,1723.96,249.79999999999995,8.245,147,551214509,-889959705,8.245,2019-06-23 12:15:16
249.79999999999995,1732.33,249.79999999999995,8.363,146,551213707,-889960288,8.363,2019-06-23 12:15:17
249.79999999999995,1740.77,249.79999999999995,8.444,146,551212875,-889960812,8.444,2019-06-23 12:15:18
249.39999999999998,1749.11,249.39999999999998,8.335,146,551212042,-889961286,8.335,2019-06-23 12:15:19
249.60000000000002,1757.71,249.60000000000002,8.601,145,551211169,-889961723,8.601,2019-06-23 12:15:20
249.39999999999998,1766.37,249.39999999999998,8.664,144,551210300,-889962204,8.664,2019-06-23 12:15:21
249.39999999999998,1774.43,249.39999999999998,8.057,143,551209489,-889962640,8.057,2019-06-23 12:15:22
249.60000000000002,1783.41,249.60000000000002,8.978,142,551208582,-889963115,8.978,2019-06-23 12:15:23
249.39999999999998,1791.96,249.39999999999998,8.552,141,551207708,-889963524,8.552,2019-06-23 12:15:24
249.20000000000005,1800.74,249.20000000000005,8.784,141,551206799,-889963892,8.784,2019-06-23 12:15:25
248.79999999999995,1809.34,248.79999999999995,8.596,140,551205910,-889964252,8.596,2019-06-23 12:15:26
248.39999999999998,1817.84,248.39999999999998,8.497,139,551205025,-889964574,8.497,2019-06-23 12:15:27
248.39999999999998,1826.06,248.39999999999998,8.223,138,551204173,-889964913,8.223,2019-06-23 12:15:28
248.39999999999998,1834.54,248.39999999999998,8.477,137,551203286,-889965211,8.477,2019-06-23 12:15:29
248.39999999999998,1843.38,248.39999999999998,8.841,136,551202356,-889965496,8.841,2019-06-23 12:15:30
248.60000000000002,1852.22,248.60000000000002,8.835,135,551201431,-889965800,8.835,2019-06-23 12:15:31
248.60000000000002,1860.98,248.60000000000002,8.762,134,551200510,-889966087,8.762,2019-06-23 12:15:32
248.79999999999995,1869.78,248.79999999999995,8.8,134,551199585,-889966364,8.8,2019-06-23 12:15:33
248.60000000000002,1878.21,248.60000000000002,8.434,134,551198700,-889966652,8.434,2019-06-23 12:15:34
248.0,1887.28,248.0,9.064,134,551197743,-889966909,9.064,2019-06-23 12:15:35
248.20000000000005,1896.86,248.20000000000005,9.579,135,551196720,-889967079,9.579,2019-06-23 12:15:36
248.60000000000002,1905.75,248.60000000000002,8.894,135,551195774,-889967267,8.894,2019-06-23 12:15:37
248.60000000000002,1914.39,248.60000000000002,8.642,135,551194854,-889967452,8.642,2019-06-23 12:15:38
248.39999999999998,1923.36,248.39999999999998,8.969,136,551193890,-889967497,8.969,2019-06-23 12:15:39
248.39999999999998,1932.08,248.39999999999998,8.717,136,551192954,-889967505,8.717,2019-06-23 12:15:40
248.60000000000002,1940.37,248.60000000000002,8.292,136,551192063,-889967512,8.292,2019-06-23 12:15:41
249.0,1948.74,249.0,8.366,137,551191165,-889967446,8.366,2019-06-23 12:15:42
248.60000000000002,1957.22,248.60000000000002,8.485,137,551190257,-889967326,8.485,2019-06-23 12:15:43
249.20000000000005,1965.21,249.20000000000005,7.989,137,551189408,-889967144,7.989,2019-06-23 12:15:44
248.79999999999995,1974.13,248.79999999999995,8.916,138,551188455,-889966999,8.916,2019-06-23 12:15:45
248.79999999999995,1982.66,248.79999999999995,8.525,138,551187546,-889966827,8.525,2019-06-23 12:15:46
249.39999999999998,1990.73,249.39999999999998,8.076,139,551186686,-889966660,8.076,2019-06-23 12:15:47
249.20000000000005,1998.81,249.20000000000005,8.074,139,551185830,-889966461,8.074,2019-06-23 12:15:48
249.0,2007.64,249.0,8.838,140,551184895,-889966218,8.838,2019-06-23 12:15:49
248.60000000000002,2015.76,248.60000000000002,8.111,140,551184049,-889965914,8.111,2019-06-23 12:15:50
249.0,2023.97,249.0,8.218,141,551183200,-889965568,8.218,2019-06-23 12:15:51
249.20000000000005,2032.4,249.20000000000005,8.424,141,551182316,-889965284,8.424,2019-06-23 12:15:52
249.0,2040.9,249.0,8.5,142,551181426,-889964986,8.5,2019-06-23 12:15:53
249.20000000000005,2050.14,249.20000000000005,9.234,142,551180457,-889964678,9.234,2019-06-23 12:15:54
249.39999999999998,2058.7,249.39999999999998,8.563,143,551179555,-889964419,8.563,2019-06-23 12:15:55
249.39999999999998,2067.07,249.39999999999998,8.367,143,551178676,-889964147,8.367,2019-06-23 12:15:56
249.60000000000002,2075.75,249.60000000000002,8.679,144,551177770,-889963823,8.679,2019-06-23 12:15:57
249.60000000000002,2083.39,249.60000000000002,7.641,144,551176971,-889963552,7.641,2019-06-23 12:15:58
249.79999999999995,2090.89,249.79999999999995,7.499,145,551176184,-889963302,7.499,2019-06-23 12:15:59
249.79999999999995,2098.48,249.79999999999995,7.588,146,551175384,-889963073,7.588,2019-06-23 12:16:00
250.20000000000005,2106.86,250.20000000000005,8.387,146,551174518,-889962715,8.387,2019-06-23 12:16:01
250.39999999999998,2115.25,250.39999999999998,8.383,147,551173640,-889962421,8.383,2019-06-23 12:16:02
250.39999999999998,2123.72,250.39999999999998,8.473,147,551172755,-889962115,8.473,2019-06-23 12:16:03
250.60000000000002,2132.0,250.60000000000002,8.283,147,551171895,-889961785,8.283,2019-06-23 12:16:04
250.60000000000002,2140.56,250.60000000000002,8.551,148,551171003,-889961463,8.551,2019-06-23 12:16:05
251.0,2149.19,251.0,8.63,148,551170104,-889961137,8.63,2019-06-23 12:16:06
250.79999999999995,2157.44,250.79999999999995,8.254,149,551169236,-889960875,8.254,2019-06-23 12:16:07
250.79999999999995,2166.35,250.79999999999995,8.911,149,551168290,-889960662,8.911,2019-06-23 12:16:08
251.0,2175.22,251.0,8.864,149,551167344,-889960500,8.864,2019-06-23 12:16:09
251.0,2183.61,251.0,8.387,149,551166449,-889960339,8.387,2019-06-23 12:16:10
251.20000000000005,2191.88,251.20000000000005,8.277,149,551165561,-889960281,8.277,2019-06-23 12:16:11
251.20000000000005,2200.39,251.20000000000005,8.51,149,551164646,-889960288,8.51,2019-06-23 12:16:12
